lane_id,branch,base_ref,base_sha,head_sha,file_count,net_loc,diff_check_rc,state,report_path,result
branch-deferred-rtc-pre-save-search-live-collapse-20260517t022131z,deferred/rtc-pre-save-search-live-collapse-20260517T022131Z,origin/trunk,66017fe5c5ea,210fe675fbad,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T063438Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t022131z/report.md,fail
branch-deferred-rtc-rich-text-suffix-corruption-20260517t022133z,deferred/rtc-rich-text-suffix-corruption-20260517T022133Z,origin/trunk,66017fe5c5ea,659b7e3161b1,1049,57168,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T063438Z/validations/branch-deferred-rtc-rich-text-suffix-corruption-20260517t022133z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t062719z,deferred/rtc-reload-hydration-20260517T062719Z,origin/trunk,66017fe5c5ea,8a9f8c02e345,1049,57077,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T063556Z/validations/branch-deferred-rtc-reload-hydration-20260517t062719z/report.md,fail
branch-ready-rtc-pr06b-malformed-save-request-payload-minimal,ready/rtc-pr06b-malformed-save-request-payload-minimal,ready/rtc-pr06a-persisted-empty-content-guard,ea8d370ea610,7b123e0ef233,2,268,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T063556Z/validations/branch-ready-rtc-pr06b-malformed-save-request-payload-minimal/report.md,pass
branch-deferred-rtc-malformed-save-payload-20260517t012122z,deferred/rtc-malformed-save-payload-20260517T012122Z,origin/trunk,66017fe5c5ea,4b2debfbf778,1049,57201,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T063556Z/validations/branch-deferred-rtc-malformed-save-payload-20260517t012122z/report.md,fail
branch-deferred-rtc-rich-text-suffix-corruption-20260517t012120z,deferred/rtc-rich-text-suffix-corruption-20260517T012120Z,origin/trunk,66017fe5c5ea,c420375b5703,1049,57221,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T063557Z/validations/branch-deferred-rtc-rich-text-suffix-corruption-20260517t012120z/report.md,fail
branch-deferred-rtc-pre-save-search-live-collapse-20260517t010617z,deferred/rtc-pre-save-search-live-collapse-20260517T010617Z,origin/trunk,66017fe5c5ea,b2686f474ea7,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T063557Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t010617z/report.md,fail
branch-deferred-rtc-pre-save-search-live-collapse-20260517t002105z,deferred/rtc-pre-save-search-live-collapse-20260517T002105Z,origin/trunk,66017fe5c5ea,70b8a2ef2b96,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T063712Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t002105z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t055716z,deferred/rtc-reload-hydration-20260517T055716Z,origin/trunk,66017fe5c5ea,d0efa3277824,1049,57128,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T064905Z/validations/branch-deferred-rtc-reload-hydration-20260517t055716z/report.md,fail
branch-ready-rtc-pr07c-reload-record-snapshots,ready/rtc-pr07c-reload-record-snapshots,ready/rtc-pr07b-save-response-manager-base-record,c2592d5fd583,025c7638361f,6,316,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T064906Z/validations/branch-ready-rtc-pr07c-reload-record-snapshots/report.md,pass
branch-ready-rtc-pr15c-fallback-group-delete-green-on-pr14b,ready/rtc-pr15c-fallback-group-delete-green-on-pr14b,ready/rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b,acb367667da1,8decb9081f9f,2,117,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T064906Z/validations/branch-ready-rtc-pr15c-fallback-group-delete-green-on-pr14b/report.md,pass
branch-ready-rtc-pr15a-fallback-group-move-green-on-pr14b,ready/rtc-pr15a-fallback-group-move-green-on-pr14b,ready/rtc-pr14b-table-query-array-local-suffix-append,c3d45173ed99,125b5d030d8c,2,107,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T064906Z/validations/branch-ready-rtc-pr15a-fallback-group-move-green-on-pr14b/report.md,pass
branch-deferred-rtc-reload-hydration-20260517t045710z,deferred/rtc-reload-hydration-20260517T045710Z,origin/trunk,66017fe5c5ea,a4dcaeceb872,1050,57567,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T064906Z/validations/branch-deferred-rtc-reload-hydration-20260517t045710z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t035704z,deferred/rtc-reload-hydration-20260517T035704Z,origin/trunk,66017fe5c5ea,3e04ac8a14fd,1049,57260,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T064906Z/validations/branch-deferred-rtc-reload-hydration-20260517t035704z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t042707z,deferred/rtc-reload-hydration-20260517T042707Z,origin/trunk,66017fe5c5ea,9c9fdb0686a6,1049,57005,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065023Z/validations/branch-deferred-rtc-reload-hydration-20260517t042707z/report.md,fail
branch-ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b,ready/rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b,ready/rtc-pr15a-fallback-group-move-green-on-pr14b,125b5d030d8c,acb367667da1,2,172,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065023Z/validations/branch-ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b/report.md,pass
branch-ready-rtc-pr14b-table-query-array-local-suffix-append,ready/rtc-pr14b-table-query-array-local-suffix-append,ready/rtc-pr14-table-body-array-green,9b090fc7e660,c3d45173ed99,2,140,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065023Z/validations/branch-ready-rtc-pr14b-table-query-array-local-suffix-append/report.md,pass
branch-deferred-rtc-http-room-isolation-20260517t023739z,deferred/rtc-http-room-isolation-20260517T023739Z,origin/trunk,66017fe5c5ea,b94fac8feb5e,1049,57184,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065023Z/validations/branch-deferred-rtc-http-room-isolation-20260517t023739z/report.md,fail
branch-deferred-rtc-pre-save-search-live-collapse-20260517t022131z,deferred/rtc-pre-save-search-live-collapse-20260517T022131Z,origin/trunk,66017fe5c5ea,210fe675fbad,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065024Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t022131z/report.md,fail
branch-deferred-rtc-rich-text-suffix-corruption-20260517t022133z,deferred/rtc-rich-text-suffix-corruption-20260517T022133Z,origin/trunk,66017fe5c5ea,659b7e3161b1,1049,57168,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065024Z/validations/branch-deferred-rtc-rich-text-suffix-corruption-20260517t022133z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t062719z,deferred/rtc-reload-hydration-20260517T062719Z,origin/trunk,66017fe5c5ea,8a9f8c02e345,1049,57077,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065145Z/validations/branch-deferred-rtc-reload-hydration-20260517t062719z/report.md,fail
branch-ready-rtc-pr06b-malformed-save-request-payload-minimal,ready/rtc-pr06b-malformed-save-request-payload-minimal,ready/rtc-pr06a-persisted-empty-content-guard,ea8d370ea610,7b123e0ef233,2,268,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065146Z/validations/branch-ready-rtc-pr06b-malformed-save-request-payload-minimal/report.md,pass
branch-deferred-rtc-malformed-save-payload-20260517t012122z,deferred/rtc-malformed-save-payload-20260517T012122Z,origin/trunk,66017fe5c5ea,4b2debfbf778,1049,57201,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065146Z/validations/branch-deferred-rtc-malformed-save-payload-20260517t012122z/report.md,fail
branch-deferred-rtc-rich-text-suffix-corruption-20260517t012120z,deferred/rtc-rich-text-suffix-corruption-20260517T012120Z,origin/trunk,66017fe5c5ea,c420375b5703,1049,57221,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065146Z/validations/branch-deferred-rtc-rich-text-suffix-corruption-20260517t012120z/report.md,fail
branch-deferred-rtc-pre-save-search-live-collapse-20260517t010617z,deferred/rtc-pre-save-search-live-collapse-20260517T010617Z,origin/trunk,66017fe5c5ea,b2686f474ea7,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065146Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t010617z/report.md,fail
branch-deferred-rtc-pre-save-search-live-collapse-20260517t002105z,deferred/rtc-pre-save-search-live-collapse-20260517T002105Z,origin/trunk,66017fe5c5ea,70b8a2ef2b96,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T065303Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t002105z/report.md,fail
branch-ready-rtc-pr07c-reload-record-snapshots,ready/rtc-pr07c-reload-record-snapshots,ready/rtc-pr07b-save-response-manager-base-record,c2592d5fd583,025c7638361f,6,316,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070435Z/validations/branch-ready-rtc-pr07c-reload-record-snapshots/report.md,pass
branch-deferred-rtc-reload-hydration-20260517t055716z,deferred/rtc-reload-hydration-20260517T055716Z,origin/trunk,66017fe5c5ea,d0efa3277824,1049,57128,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070435Z/validations/branch-deferred-rtc-reload-hydration-20260517t055716z/report.md,fail
branch-ready-rtc-pr15c-fallback-group-delete-green-on-pr14b,ready/rtc-pr15c-fallback-group-delete-green-on-pr14b,ready/rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b,acb367667da1,8decb9081f9f,2,117,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070435Z/validations/branch-ready-rtc-pr15c-fallback-group-delete-green-on-pr14b/report.md,pass
branch-ready-rtc-pr15a-fallback-group-move-green-on-pr14b,ready/rtc-pr15a-fallback-group-move-green-on-pr14b,ready/rtc-pr14b-table-query-array-local-suffix-append,c3d45173ed99,125b5d030d8c,2,107,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070436Z/validations/branch-ready-rtc-pr15a-fallback-group-move-green-on-pr14b/report.md,pass
branch-deferred-rtc-reload-hydration-20260517t045710z,deferred/rtc-reload-hydration-20260517T045710Z,origin/trunk,66017fe5c5ea,a4dcaeceb872,1050,57567,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070435Z/validations/branch-deferred-rtc-reload-hydration-20260517t045710z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t035704z,deferred/rtc-reload-hydration-20260517T035704Z,origin/trunk,66017fe5c5ea,3e04ac8a14fd,1049,57260,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070435Z/validations/branch-deferred-rtc-reload-hydration-20260517t035704z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t065722z,deferred/rtc-reload-hydration-20260517T065722Z,origin/trunk,66017fe5c5ea,8a9f8c02e345,1049,57077,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070551Z/validations/branch-deferred-rtc-reload-hydration-20260517t065722z/report.md,fail
branch-ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b,ready/rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b,ready/rtc-pr15a-fallback-group-move-green-on-pr14b,125b5d030d8c,acb367667da1,2,172,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070552Z/validations/branch-ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b/report.md,pass
branch-deferred-rtc-reload-hydration-20260517t042707z,deferred/rtc-reload-hydration-20260517T042707Z,origin/trunk,66017fe5c5ea,9c9fdb0686a6,1049,57005,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070552Z/validations/branch-deferred-rtc-reload-hydration-20260517t042707z/report.md,fail
branch-ready-rtc-pr14b-table-query-array-local-suffix-append,ready/rtc-pr14b-table-query-array-local-suffix-append,ready/rtc-pr14-table-body-array-green,9b090fc7e660,c3d45173ed99,2,140,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070552Z/validations/branch-ready-rtc-pr14b-table-query-array-local-suffix-append/report.md,pass
branch-deferred-rtc-http-room-isolation-20260517t023739z,deferred/rtc-http-room-isolation-20260517T023739Z,origin/trunk,66017fe5c5ea,b94fac8feb5e,1049,57184,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070552Z/validations/branch-deferred-rtc-http-room-isolation-20260517t023739z/report.md,fail
branch-deferred-rtc-pre-save-search-live-collapse-20260517t022131z,deferred/rtc-pre-save-search-live-collapse-20260517T022131Z,origin/trunk,66017fe5c5ea,210fe675fbad,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070553Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t022131z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t062719z,deferred/rtc-reload-hydration-20260517T062719Z,origin/trunk,66017fe5c5ea,8a9f8c02e345,1049,57077,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070712Z/validations/branch-deferred-rtc-reload-hydration-20260517t062719z/report.md,fail
branch-ready-rtc-pr06b-malformed-save-request-payload-minimal,ready/rtc-pr06b-malformed-save-request-payload-minimal,ready/rtc-pr06a-persisted-empty-content-guard,ea8d370ea610,7b123e0ef233,2,268,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070713Z/validations/branch-ready-rtc-pr06b-malformed-save-request-payload-minimal/report.md,pass
branch-deferred-rtc-rich-text-suffix-corruption-20260517t022133z,deferred/rtc-rich-text-suffix-corruption-20260517T022133Z,origin/trunk,66017fe5c5ea,659b7e3161b1,1049,57168,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070713Z/validations/branch-deferred-rtc-rich-text-suffix-corruption-20260517t022133z/report.md,fail
branch-deferred-rtc-malformed-save-payload-20260517t012122z,deferred/rtc-malformed-save-payload-20260517T012122Z,origin/trunk,66017fe5c5ea,4b2debfbf778,1049,57201,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070713Z/validations/branch-deferred-rtc-malformed-save-payload-20260517t012122z/report.md,fail
branch-deferred-rtc-pre-save-search-live-collapse-20260517t010617z,deferred/rtc-pre-save-search-live-collapse-20260517T010617Z,origin/trunk,66017fe5c5ea,b2686f474ea7,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070714Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t010617z/report.md,fail
branch-deferred-rtc-rich-text-suffix-corruption-20260517t012120z,deferred/rtc-rich-text-suffix-corruption-20260517T012120Z,origin/trunk,66017fe5c5ea,c420375b5703,1049,57221,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T070831Z/validations/branch-deferred-rtc-rich-text-suffix-corruption-20260517t012120z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t055716z,deferred/rtc-reload-hydration-20260517T055716Z,origin/trunk,66017fe5c5ea,d0efa3277824,1049,57128,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072006Z/validations/branch-deferred-rtc-reload-hydration-20260517t055716z/report.md,fail
branch-ready-rtc-pr07c-reload-record-snapshots,ready/rtc-pr07c-reload-record-snapshots,ready/rtc-pr07b-save-response-manager-base-record,c2592d5fd583,025c7638361f,6,316,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072006Z/validations/branch-ready-rtc-pr07c-reload-record-snapshots/report.md,pass
branch-ready-rtc-pr15c-fallback-group-delete-green-on-pr14b,ready/rtc-pr15c-fallback-group-delete-green-on-pr14b,ready/rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b,acb367667da1,8decb9081f9f,2,117,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072007Z/validations/branch-ready-rtc-pr15c-fallback-group-delete-green-on-pr14b/report.md,pass
branch-ready-rtc-pr15a-fallback-group-move-green-on-pr14b,ready/rtc-pr15a-fallback-group-move-green-on-pr14b,ready/rtc-pr14b-table-query-array-local-suffix-append,c3d45173ed99,125b5d030d8c,2,107,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072007Z/validations/branch-ready-rtc-pr15a-fallback-group-move-green-on-pr14b/report.md,pass
branch-deferred-rtc-reload-hydration-20260517t045710z,deferred/rtc-reload-hydration-20260517T045710Z,origin/trunk,66017fe5c5ea,a4dcaeceb872,1050,57567,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072006Z/validations/branch-deferred-rtc-reload-hydration-20260517t045710z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t035704z,deferred/rtc-reload-hydration-20260517T035704Z,origin/trunk,66017fe5c5ea,3e04ac8a14fd,1049,57260,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072006Z/validations/branch-deferred-rtc-reload-hydration-20260517t035704z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t065722z,deferred/rtc-reload-hydration-20260517T065722Z,origin/trunk,66017fe5c5ea,8a9f8c02e345,1049,57077,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072123Z/validations/branch-deferred-rtc-reload-hydration-20260517t065722z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t042707z,deferred/rtc-reload-hydration-20260517T042707Z,origin/trunk,66017fe5c5ea,9c9fdb0686a6,1049,57005,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072123Z/validations/branch-deferred-rtc-reload-hydration-20260517t042707z/report.md,fail
branch-ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b,ready/rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b,ready/rtc-pr15a-fallback-group-move-green-on-pr14b,125b5d030d8c,acb367667da1,2,172,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072123Z/validations/branch-ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b/report.md,pass
branch-ready-rtc-pr14b-table-query-array-local-suffix-append,ready/rtc-pr14b-table-query-array-local-suffix-append,ready/rtc-pr14-table-body-array-green,9b090fc7e660,c3d45173ed99,2,140,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072124Z/validations/branch-ready-rtc-pr14b-table-query-array-local-suffix-append/report.md,pass
branch-deferred-rtc-http-room-isolation-20260517t023739z,deferred/rtc-http-room-isolation-20260517T023739Z,origin/trunk,66017fe5c5ea,b94fac8feb5e,1049,57184,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072124Z/validations/branch-deferred-rtc-http-room-isolation-20260517t023739z/report.md,fail
branch-deferred-rtc-pre-save-search-live-collapse-20260517t022131z,deferred/rtc-pre-save-search-live-collapse-20260517T022131Z,origin/trunk,66017fe5c5ea,210fe675fbad,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072124Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t022131z/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t062719z,deferred/rtc-reload-hydration-20260517T062719Z,origin/trunk,66017fe5c5ea,8a9f8c02e345,1049,57077,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072245Z/validations/branch-deferred-rtc-reload-hydration-20260517t062719z/report.md,fail
branch-ready-rtc-pr06b-malformed-save-request-payload-minimal,ready/rtc-pr06b-malformed-save-request-payload-minimal,ready/rtc-pr06a-persisted-empty-content-guard,ea8d370ea610,7b123e0ef233,2,268,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072247Z/validations/branch-ready-rtc-pr06b-malformed-save-request-payload-minimal/report.md,pass
branch-deferred-rtc-rich-text-suffix-corruption-20260517t022133z,deferred/rtc-rich-text-suffix-corruption-20260517T022133Z,origin/trunk,66017fe5c5ea,659b7e3161b1,1049,57168,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072247Z/validations/branch-deferred-rtc-rich-text-suffix-corruption-20260517t022133z/report.md,fail
branch-deferred-rtc-malformed-save-payload-20260517t012122z,deferred/rtc-malformed-save-payload-20260517T012122Z,origin/trunk,66017fe5c5ea,4b2debfbf778,1049,57201,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072247Z/validations/branch-deferred-rtc-malformed-save-payload-20260517t012122z/report.md,fail
branch-deferred-rtc-pre-save-search-live-collapse-20260517t010617z,deferred/rtc-pre-save-search-live-collapse-20260517T010617Z,origin/trunk,66017fe5c5ea,b2686f474ea7,1050,57371,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072247Z/validations/branch-deferred-rtc-pre-save-search-live-collapse-20260517t010617z/report.md,fail
branch-deferred-rtc-rich-text-suffix-corruption-20260517t012120z,deferred/rtc-rich-text-suffix-corruption-20260517T012120Z,origin/trunk,66017fe5c5ea,c420375b5703,1049,57221,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T072404Z/validations/branch-deferred-rtc-rich-text-suffix-corruption-20260517t012120z/report.md,fail
branch-ready-rtc-pr03b-browser-revision-restore-crdt-invalidation,ready/rtc-pr03b-browser-revision-restore-crdt-invalidation,origin/trunk,66017fe5c5ea,cbab481fe760,1049,53787,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T073303Z/validations/branch-ready-rtc-pr03b-browser-revision-restore-crdt-invalidation/report.md,fail
branch-deferred-rtc-reload-hydration-20260517t055716z,deferred/rtc-reload-hydration-20260517T055716Z,origin/trunk,66017fe5c5ea,d0efa3277824,1049,57128,2,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T073537Z/validations/branch-deferred-rtc-reload-hydration-20260517t055716z/report.md,fail
branch-ready-rtc-pr07c-reload-record-snapshots,ready/rtc-pr07c-reload-record-snapshots,ready/rtc-pr07b-save-response-manager-base-record,c2592d5fd583,025c7638361f,6,316,0,done,/media/volume/danluu-fuzz-data/rtc-critical-path-pr-executor-20260517/runs/20260517T073537Z/validations/branch-ready-rtc-pr07c-reload-record-snapshots/report.md,pass
